	WT_F1	WT_F2	WT_M3	WT_M4	rd10_F4	rd10_F3	rd10_F2	rd10_F1	rd10_M8	rd10_M6	rd10_M7	rd10_M5
1700051O22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052H01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700052K11Rik	172	190	172	222	169	162	169	175	210	175	166	198
1700054A03Rik	2	0	3	0	3	0	7	3	4	5	2	4
1700054K02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700054M17Rik	0	0	2	0	2	2	0	1	1	1	1	3
1700054O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700054O19Rik	0	0	1	0	0	0	0	0	0	0	0	0
1700055C04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700055D18Rik	26	60	42	59	22	29	26	42	28	40	23	38
1700056E22Rik	9	9	9	14	11	10	14	15	20	12	12	22
1700056N10Rik	27	31	39	43	32	39	24	34	59	42	30	36
1700057G04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	1	0	1	1	0	0	0	0
1700057H21Rik	0	0	0	2	0	0	0	0	1	1	1	0
1700058P15Rik	3	17	7	7	10	8	12	14	12	15	10	7
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700060C20Rik	0	3	2	0	1	1	3	1	0	2	0	0
1700060J05Rik	151	189	163	209	66	94	104	121	90	95	93	86
1700060O08Rik	0	0	1	0	0	0	0	0	0	0	1	1
1700061A03Rik	2	5	1	5	1	2	0	6	0	4	2	3
1700061E17Rik	13	18	11	13	11	19	27	24	12	20	23	13
1700061E18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061H18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	0	1	0	0	0	0	1	0	0	0
1700061N14Rik	0	1	0	0	0	1	2	0	0	0	0	0
1700062C10Rik	1	1	1	4	0	0	0	1	0	0	1	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	13	12	11	15	21	29	15	19	10	27	20	13
1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063H06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063I16Rik	0	0	0	0	0	0	1	0	0	1	0	0
1700063J08Rik	3	1	1	1	0	1	1	1	2	0	0	3
1700063K16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700064H15Rik	1	2	3	0	2	3	2	2	5	0	1	3
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	1	0
1700064M15Rik	1	1	0	1	3	0	0	1	1	2	1	3
1700065D16Rik	6	2	5	0	2	1	1	2	0	1	3	1
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065J11Rik	4	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	4	1	7	5	6	2	3	6	6	7	7	6
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0	0	3	0	0
1700066B17Rik	0	0	0	0	0	3	3	1	0	0	0	0
1700066B19Rik	5	6	1	5	3	4	4	6	4	3	8	3
1700066C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700066J03Rik	3	2	6	8	10	8	9	5	9	3	1	14
1700066M21Rik	297	393	333	481	548	360	523	394	644	653	554	656
1700066N21Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700066O22Rik	0	0	0	0	1	1	0	0	1	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	16	31	18	29	32	30	28	19	18	27	29	29
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700069B07Rik	7	7	3	5	9	1	3	4	8	5	7	8
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	1	0	1	0	0	0
1700071G01Rik	0	1	0	2	1	0	0	2	0	0	0	0
1700071K01Rik	0	4	1	1	3	1	3	5	0	1	0	1
1700071M16Rik	176	258	150	254	48	57	49	82	49	51	67	71
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700072G22Rik	0	4	1	2	0	0	0	1	0	0	0	1
1700072O05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700074A21Rik	0	0	0	0	0	0	0	0	0	1	0	0
1700074H08Rik	0	2	1	0	0	2	0	2	1	3	0	3
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080C20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	2	1	0	0	0	1	2	2	2	0	0	1
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081B01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700081N11Rik	51	68	45	77	20	24	25	46	18	25	15	22
1700082M22Rik	7	4	9	1	6	5	6	1	6	3	5	3
1700083H02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084C06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084D21Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700084E18Rik	10	29	29	29	15	30	14	15	17	17	23	25
1700084F23Rik	0	1	0	0	0	0	0	0	2	0	0	0
1700084J12Rik	0	1	0	0	0	0	0	0	3	0	0	2
1700084M14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	2	1	0	0	1	0	0	0
1700085D07Rik	3	4	0	0	1	2	2	0	3	3	2	2
1700086D15Rik	0	0	1	0	1	0	0	2	2	0	0	2
1700086L19Rik	28	29	31	25	55	30	36	39	57	41	24	47
1700086O06Rik	55	46	58	60	54	48	60	82	64	51	56	63
1700086P04Rik	8	15	12	16	18	18	21	15	33	17	9	13
1700087I21Rik	69	84	97	82	100	88	103	81	130	97	68	130
1700087M22Rik	0	0	0	1	1	0	0	0	0	0	1	0
1700088E04Rik	70	102	73	114	45	59	43	42	43	50	48	47
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700092E16Rik	0	0	0	0	0	0	0	1	0	1	0	0
1700092E19Rik	1	0	1	0	0	1	0	0	1	0	0	0
1700092K14Rik	0	0	1	0	0	0	0	2	0	1	2	3
1700092M07Rik	15	23	24	34	11	18	16	16	10	12	10	7
1700093J21Rik	2	0	0	0	1	0	1	3	4	1	3	6
1700093K21Rik	11	24	19	17	25	17	19	26	13	24	13	20
1700094D03Rik	75	117	96	116	143	135	96	136	145	165	105	88
1700094J05Rik	0	0	0	0	0	0	0	1	0	0	1	0
1700094M23Rik	0	0	0	1	0	1	0	0	0	0	0	1
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	1	0	0	0	0	0	0	0	0	1	0	1
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	10	3	1	3	0	5	3	2	5	6	3	10
1700095J07Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700095J12Rik	1	1	0	1	1	2	1	0	0	0	0	0
1700095K22Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	1	0	0	2	0	0	0
1700096K18Rik	166	187	185	210	85	103	126	117	111	106	109	191
1700097M23Rik	0	0	1	1	0	0	2	0	0	0	0	1
1700097N02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700099I09Rik	1	0	0	0	0	0	1	1	0	2	0	0
1700100I10Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	1	0	1	0	0	0	0	0	1	0	0
1700101I11Rik	46	57	61	88	36	56	61	65	64	68	74	55
1700101I19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	1	3	0	1	0	3	0	0	0	1	0	1
1700102F20Rik	1	2	1	3	4	10	2	6	4	5	4	10
1700102H20Rik	8	10	7	10	5	9	11	9	10	8	7	12
1700102P08Rik	61	79	67	87	108	65	92	88	96	118	77	71
1700104B16Rik	7	9	1	8	1	1	4	1	1	6	2	1
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700105G05Rik	1	2	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	4	7	7	3	9	9	6	11	14	8	7	13
1700106O07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	3	1	8	0	1	3	0	0	0	2	1	6
1700108J01Rik	1	0	0	0	0	0	0	0	0	1	0	0
1700108N06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	0	0	0	0	0	1	0	0	0	0
1700109G14Rik	10	5	7	6	5	1	3	1	4	2	1	4
1700109G15Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700109H08Rik	268	313	222	320	180	239	174	212	184	252	160	196
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	22	27	18	15	51	51	35	50	60	63	35	58
1700110C19Rik	12	16	16	17	22	14	11	21	20	21	19	17
1700110I01Rik	0	1	0	1	1	0	0	0	0	1	0	1
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	6	10	4	15	3	4	3	1	5	3	2	3
1700111E14Rik	0	0	0	0	0	4	0	1	2	1	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112D23Rik	11	10	3	11	9	10	9	12	14	10	5	16
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	3	2	3	0	0	2	0	1	1	2
1700112J16Rik	59	84	85	100	79	38	64	57	72	78	64	86
1700112K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700112L15Rik	11	16	9	8	3	4	7	3	2	3	7	2
1700112M02Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	26	45	30	26	54	26	23	27	40	36	31	34
1700113B09Rik	0	0	0	1	0	0	0	0	0	0	0	0
1700113B19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	4	6	5	7	9	1	3	9	4	11	11	10
1700116B05Rik	13	12	11	9	1	2	0	5	2	1	0	4
1700116H05Rik	6	8	7	4	6	7	7	3	15	14	9	12
1700119H24Rik	203	239	162	217	21	34	35	46	17	35	49	32
1700119I11Rik	0	0	0	0	0	0	1	0	0	1	0	0
1700120B22Rik	3	4	6	6	3	4	3	4	4	2	0	3
1700120C14Rik	45	80	67	73	30	36	39	35	34	48	25	41
1700120C18Rik	0	2	0	0	1	3	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	1	1	2	0	1	0	0
1700120G07Rik	0	2	0	0	0	0	0	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	1	0	0	0	0	1
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700121C08Rik	6	5	0	3	4	3	1	4	6	2	5	1
1700121L03Rik	0	0	0	0	0	0	0	0	0	0	1	0
1700121L16Rik	0	1	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700122E12Rik	0	4	3	2	6	2	1	3	3	1	2	2
1700122H20Rik	0	2	0	2	3	3	0	1	0	3	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	2	0	0	0	2	0	0	0	0	2
1700123K08Rik	5	1	3	8	2	1	4	2	4	7	6	4
1700123L14Rik	0	2	1	0	0	0	0	0	1	0	1	1
1700123M08Rik	37	47	48	50	49	40	43	62	59	42	45	65
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	487	586	499	575	677	465	514	601	672	636	545	647
1700123O21Rik	0	0	1	0	0	1	0	0	0	0	0	0
1700124L16Rik	23	46	28	39	22	25	25	21	25	31	25	36
1700124M09Rik	1	0	0	1	0	0	0	0	0	0	0	0
1700125G02Rik	6	11	6	7	12	8	9	13	14	12	6	6
1700125G22Rik	7	12	16	17	3	2	2	9	5	5	13	4
1700125H03Rik	4	3	0	6	5	5	8	10	5	9	7	5
1700125H20Rik	0	2	1	2	3	4	0	1	1	2	2	1
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700126G02Rik	26	43	25	36	40	29	26	25	36	34	32	33
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700127F24Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	1	1	1	0	1	0
1700128E19Rik	66	69	56	75	99	73	113	138	143	96	119	133
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	2	0
1700128I11Rik	0	0	0	0	1	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0	0	0	0	1
1810006J02Rik	0	1	0	0	0	0	0	1	0	0	0	1
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	2	3	2	4	1	5	3	2	2	2	3	2
1810008B01Rik	0	1	0	0	1	1	0	0	0	1	0	1
1810008I18Rik	0	0	0	0	0	1	0	0	0	0	0	0
1810009A15Rik	160	210	104	198	27	56	43	53	30	41	53	28
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	246	256	238	278	426	323	369	543	486	449	353	530
1810010K12Rik	56	64	56	50	7	8	11	9	3	2	2	7
1810012K08Rik	35	46	51	57	37	44	41	50	39	47	37	36
1810012K16Rik	21	9	6	14	5	7	4	5	6	5	8	8
1810013D15Rik	2	1	1	4	2	5	2	2	4	6	5	6
1810013L24Rik	2076	2566	2038	2485	2534	2143	2421	2473	3117	2802	2257	2799
1810014B01Rik	157	188	161	202	179	176	170	178	241	208	174	208
1810014P07Rik	0	1	1	0	2	1	0	3	1	0	0	0
1810017P11Rik	0	0	0	2	0	1	0	0	0	0	1	1
1810018F18Rik	0	0	0	0	0	0	1	0	0	0	0	0
1810019D21Rik	1	0	2	0	3	1	1	1	5	0	2	3
1810019N24Rik	0	0	3	0	3	0	2	3	0	5	1	1
1810020O05Rik	3	8	4	3	0	0	0	0	2	3	1	1
1810021B22Rik	59	64	61	66	56	63	74	67	101	79	68	83
1810024B03Rik	44	50	50	36	39	46	41	44	46	59	47	45
1810026B05Rik	944	1269	873	1326	791	708	758	809	925	982	761	928
1810028F09Rik	0	0	0	0	0	0	0	1	0	0	0	0
1810030O07Rik	678	846	744	806	927	703	811	819	1002	909	797	866
1810034E14Rik	7	10	20	9	34	16	18	20	30	33	14	23
1810035K13Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	821	741	839	953	1082	807	1122	1107	1246	1075	938	1169
1810041H14Rik	5	7	5	11	3	1	0	4	4	6	3	2
1810044D09Rik	47	76	60	93	39	52	43	37	52	45	45	52
1810044K17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810046K07Rik	1	3	1	0	1	0	1	4	0	0	0	1
1810049I09Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	1	0	1	1	1	0	1	1	1	0	1	1
1810055G02Rik	367	435	442	427	600	423	500	682	635	517	548	582
1810058I24Rik	537	587	706	735	809	580	740	759	872	867	704	812
1810058N15Rik	1	0	0	0	0	0	0	0	0	0	0	0
1810059C17Rik	8	17	16	17	9	13	7	15	9	10	8	16
1810059H22Rik	192	237	200	220	118	115	99	123	124	158	125	155
1810062G17Rik	1	1	3	1	0	4	2	2	3	3	2	6
1810062O18Rik	43	64	24	58	38	34	25	42	47	56	34	45
1810063I02Rik	0	1	0	0	0	0	0	0	1	0	0	0
1810064F22Rik	0	6	2	0	6	1	2	3	8	4	5	2
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0
1810073O08Rik	6	5	11	6	16	10	6	17	20	16	16	20
2010001A14Rik	156	189	182	200	145	133	160	142	217	164	176	194
2010001K21Rik	29	44	28	46	36	44	51	45	48	40	35	51
2010001M07Rik	0	0	0	0	0	1	0	0	1	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010007H06Rik	44	56	66	65	111	113	120	122	123	98	93	119
2010008C14Rik	2	2	5	3	2	5	3	4	6	7	2	5
2010009K17Rik	3	1	2	2	0	1	2	0	0	2	1	1
2010010A06Rik	1	2	0	1	1	0	0	0	0	0	0	2
2010013B24Rik	3	7	12	6	13	7	11	9	13	6	3	8
2010016I18Rik	6	1	0	3	4	2	2	3	3	4	2	2
2010103J01Rik	0	3	1	0	1	3	0	5	2	2	1	0
2010106C02Rik	0	0	1	0	0	1	0	1	0	0	0	0
2010106E10Rik	3	1	5	4	3	4	1	0	5	1	0	6
2010106G04Rik	2	2	1	3	0	0	0	0	1	0	1	0
2010109A12Rik	5	7	8	14	6	7	8	9	7	13	3	3
2010109P13Rik	0	0	0	0	0	0	0	0	1	1	0	0
2010110E17Rik	2	0	0	0	1	0	0	3	1	0	1	0
2010110G14Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010110K18Rik	0	1	0	0	2	0	1	1	0	0	0	0
2010203P06Rik	0	0	0	0	0	0	1	0	0	0	0	0
2010204K13Rik	34	39	45	41	71	41	59	57	69	45	41	74
2010300C02Rik	44	71	78	67	111	51	77	95	90	103	93	106
2010308F09Rik	12	42	14	17	10	9	9	13	8	11	3	10
2010309G21Rik	0	0	0	0	0	0	0	3	0	0	0	0
2010310C07Rik	1	0	0	0	2	0	0	0	2	0	0	1
2010315B03Rik	45	79	86	84	83	68	69	61	80	81	63	83
2010320M18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2010320O07Rik	2	1	0	0	2	1	0	1	1	0	0	2
2200002A13Rik	1	0	0	1	1	0	2	1	0	1	0	3
2200002D01Rik	26	29	22	21	33	23	27	30	20	24	29	28
2200002J24Rik	0	0	0	0	0	0	0	1	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0	0	0	0	2
2210009P08Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	1	0	0	0	0
2210011K15Rik	0	1	0	0	0	0	2	0	2	1	0	0
2210016F16Rik	414	371	504	527	765	517	651	649	838	747	628	783
2210016L21Rik	1477	1707	1607	1808	2276	1780	2019	2333	2501	2081	1987	2476
2210017I01Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210020O09Rik	0	0	0	0	0	0	0	0	0	2	0	0
2210039B01Rik	0	0	0	1	2	0	0	0	0	1	0	1
2210404E10Rik	0	0	0	0	0	0	0	2	0	0	0	1
2210406H18Rik	10	16	14	13	11	13	9	10	5	15	12	11
2210406O10Rik	46	58	41	48	64	45	58	50	68	68	57	55
2210407C18Rik	0	0	0	0	0	1	0	1	0	0	0	0
2210408F21Rik	37	32	46	35	94	76	54	103	93	74	72	100
2210408I21Rik	312	401	347	420	388	296	374	324	448	430	331	435
2210409D07Rik	0	0	0	0	0	0	0	0	2	0	1	0
2210409E12Rik	0	0	0	0	0	1	0	1	0	0	0	0
2210411M09Rik	0	0	1	0	1	1	0	4	1	4	0	0
2210412B16Rik	14	17	8	9	21	16	11	12	23	21	10	12
2210414B05Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0	0	0	0	0
2210417A02Rik	0	0	1	0	1	0	0	1	2	0	0	0
2210418O10Rik	1	3	0	0	4	0	3	1	2	3	1	2
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	208	269	205	294	142	153	141	157	174	152	137	204
2310001H17Rik	36	43	49	42	80	62	69	88	106	70	64	122
2310001K20Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310001K24Rik	4	4	2	5	1	0	3	2	2	0	1	0
2310002D06Rik	3	3	1	1	1	0	0	0	2	1	1	0
2310002F09Rik	0	0	0	0	1	0	0	1	1	0	0	0
2310002L09Rik	1	0	0	1	0	0	0	0	0	0	1	1
2310003L06Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	1	3	4	1	1	0	0	0	1	0	0	1
2310005A03Rik	0	0	0	0	0	1	0	0	0	0	0	0
2310005E17Rik	2	0	0	1	1	8	1	1	0	4	0	1
2310008N11Rik	0	0	0	1	0	0	2	0	0	1	1	0
2310009B15Rik	176	156	187	226	153	168	165	192	209	197	167	207
2310010J17Rik	68	93	80	104	83	68	84	87	109	98	80	97
2310011J03Rik	611	637	713	739	930	694	801	856	990	925	731	916
2310014F06Rik	23	23	29	31	43	30	28	31	35	53	23	35
2310015A10Rik	774	916	832	1009	675	640	668	594	770	697	632	711
2310015A16Rik	1	0	0	0	0	0	2	0	4	0	3	0
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	1	0	0	0	1	4	2	1	7	0	0	0
2310016D23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310016G11Rik	8	7	4	13	9	7	7	14	8	13	10	13
2310020H05Rik	0	1	0	1	0	0	0	0	1	0	3	3
2310022A10Rik	599	679	599	649	749	614	667	747	729	696	664	759
2310022B05Rik	816	843	956	832	1355	908	1275	1261	1444	1333	1128	1444
2310026I22Rik	7	10	5	14	18	6	12	12	17	12	6	12
2310026L22Rik	44	58	43	80	32	23	22	34	21	27	29	34
2310030A07Rik	137	229	236	378	53	69	84	59	44	120	123	61
2310030G06Rik	18	12	129	15	58	38	35	37	50	53	25	65
2310033P09Rik	236	231	261	266	288	227	255	290	357	286	267	282
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	85	116	68	110	57	76	65	74	89	75	75	73
2310034O05Rik	58	43	79	37	110	43	24	28	38	23	25	33
2310039H08Rik	143	152	167	217	155	122	125	173	142	141	137	187
2310039L15Rik	0	1	0	0	0	1	0	2	1	0	0	3
2310040G07Rik	2	4	1	0	3	5	5	1	5	2	6	4
2310040G24Rik	11	10	15	13	20	20	28	12	29	19	14	18
2310043L19Rik	0	0	1	0	0	0	0	0	0	0	0	0
2310043M15Rik	5	11	47	9	20	25	15	13	20	21	13	8
2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310043P16Rik	40	39	36	50	46	42	27	44	48	47	46	55
2310044K18Rik	0	2	1	0	0	2	1	1	1	1	0	0
2310046K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310047D07Rik	57	69	71	79	22	19	32	24	25	28	23	32
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	672	820	719	894	851	667	786	850	964	826	722	903
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310058D17Rik	95	144	101	125	117	107	110	110	147	118	119	83
2310061I04Rik	1035	1239	964	1173	1044	940	927	1000	1075	1041	959	1027
2310061N02Rik	0	0	0	0	0	0	1	0	0	0	1	0
2310065F04Rik	0	1	1	1	1	1	1	1	3	5	2	3
2310067P03Rik	0	0	0	0	0	0	0	0	0	0	1	1
2310068J16Rik	6	17	13	7	9	12	12	8	11	10	6	10
2310069B03Rik	0	2	0	0	0	1	0	0	1	1	0	1
2310074N15Rik	11	9	7	11	4	7	2	7	8	5	3	4
2310075C17Rik	0	0	0	1	0	1	1	0	0	1	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	1	0	0	0	0	2	1	0
2400006E01Rik	0	0	0	2	2	0	0	0	0	0	1	0
2410002F23Rik	820	966	895	949	1151	926	984	1240	1254	1147	958	1285
2410003I16Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410003L11Rik	3	1	0	0	3	1	0	1	0	0	5	0
2410004B18Rik	610	718	649	833	690	545	705	640	814	731	635	751
2410004I01Rik	1	6	5	2	9	5	2	11	7	9	13	3
2410004P03Rik	1	1	0	4	4	2	4	5	2	8	4	8
2410006H16Rik	419	457	500	642	528	341	466	502	542	470	417	552
2410012E07Rik	0	0	1	0	1	0	0	0	1	0	0	0
2410017I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	55	90	70	80	191	148	139	189	189	187	142	223
2410021H03Rik	79	105	69	104	117	145	105	124	227	166	109	124
2410022M11Rik	101	131	145	141	101	77	102	126	110	87	90	153
2410024N13Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410080I02Rik	9	11	13	20	12	7	3	14	10	8	4	17
2410124H12Rik	17	13	9	26	7	3	5	6	5	4	5	9
2410131K14Rik	3176	3739	3136	3746	2312	1842	2222	2481	2572	2512	2189	2353
2410137M14Rik	3	3	3	7	2	5	2	1	6	2	1	6
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0	0	0	0	0	0
2500002B13Rik	102	130	100	158	49	59	64	35	46	66	58	39
2500004C02Rik	190	258	212	237	257	190	233	198	290	267	206	227
2510002D24Rik	337	421	330	456	405	344	329	353	464	408	379	424
2510009E07Rik	6532	7374	6923	8018	9609	7060	8568	9096	11160	9401	7756	10950
2510016D11Rik	28	34	30	43	62	43	38	39	50	60	41	42
2510017J16Rik	22	40	30	35	24	14	23	20	18	23	13	16
2510039O18Rik	889	915	930	990	1103	784	944	986	1154	1085	909	1025
2510046G10Rik	25	36	22	31	16	24	14	30	22	31	19	25
2600002D14Rik	4	3	3	1	2	1	2	2	3	5	1	1
2600006K01Rik	8	10	8	11	19	9	11	7	8	5	3	7
2600014E21Rik	29	41	45	45	70	67	60	50	64	63	40	76
2610001A08Rik	1	3	1	1	1	2	2	3	3	2	0	0
2610001J05Rik	707	846	820	948	1159	810	1024	1107	1260	1137	883	1235
2610002M06Rik	1133	1215	1196	1443	1896	1368	1832	1924	2312	1949	1585	2276
2610005L07Rik	215	308	250	347	331	287	294	315	337	371	320	377
2610008E11Rik	1534	1958	1477	1953	2135	1607	1844	1639	2394	2095	1664	1892
2610011E03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610012C04Rik	2	0	1	2	0	3	3	0	1	3	3	3
2610016A17Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610017A05Rik	39	62	33	45	25	23	13	24	23	24	18	24
2610020C07Rik	215	272	195	284	100	113	121	117	119	148	121	125
2610021A01Rik	1128	1347	977	1274	1160	991	1020	997	1255	1217	1040	1061
2610024D14Rik	0	0	0	1	1	0	0	1	0	0	0	1
2610027F03Rik	0	0	0	0	0	0	0	0	0	0	0	0
2610027K06Rik	48	58	47	66	120	90	76	75	121	98	74	131
2610028D06Rik	301	409	277	407	69	153	139	140	96	221	179	132
2610028E06Rik	0	2	0	0	1	3	0	2	2	2	1	6
2610028H24Rik	2	0	2	0	1	1	1	0	0	1	1	1
2610034O05Rik	1	0	0	1	0	1	4	4	2	6	1	1
2610035D17Rik	439	434	516	607	634	483	476	576	627	596	439	330
2610035F20Rik	30	22	31	14	33	46	32	34	62	63	52	59
2610037D02Rik	340	462	296	424	196	275	209	255	282	243	183	269
